"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "Growth" "Life_form" "Life_strategy" "Epiphyte" "Seta_caps" "Peristome" "Rhizoids" "Perm_proto" "Mating_type" "Sporophyte_freq" "Gen_length_y" "Seta_max_len_mm" "Gam_size_mm" "Spore_size_µm" "Veg_propagules" "Vp_max_size_µm" "Vp_gem" "Vp_tub" "Vp_bul" "Vp_lea" "vp_bra" "Vp_freq" "ROCKbet_substr" "WETsb_substr" "DRYsb_substr" "TUFAsb_substr" "CalROCKsb_substr" "CalrWETsb_substr" "CalrDRYsb_substr" "SilROCKsb_substr" "SilrWETsb_substr" "SilrDRYsb_substr" "HUMUSbet_substr" "HUMUSsb_substr" "BARKbet_substr" "BARKsb_substr" "DEADWbet_substr" "DEADWsb_substr" "nWOODYbet_substr" "nWOODYsb_substr" "ANIMALbet_substr" "ANIMALsb_substr" "MUDsb_substr" "SPECIALsb_substr" "EIVbet_Moisture" "EIVsb_Moisture" "EIVbet_pH" "EIVsb_pH" "EIVbet_Nutrients" "EIVbet_Na" "EIVbet_Temp" "EIVsb_Temp" "EIVbet_Light" "EIVsb_Light" "AnnuMeanTemp" "AnnuPrecip" "Elevation_low" "Elevation" "Elevation_up"
"Amblystegium subtile" "Amblystegium subtile (Hedw.) B.S.G." "SPECIES" "synonym" "Pseudoamblystegium subtile (Hedw.) Vanderp. & Hedenäs" "Pseudoamblystegium" "Amblystegiaceae" "Hypnales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "cushion" "colonist" 1 "erect_to_inclined" 1 NA 0 "monoicous" "occasional" 6.7 8 10 13 0 NA 0 0 0 0 0 NA 1 0 2 0 0 1 9 0 0 2 0 0 1 231 1 22 0 0 0 0 0 0 5 3 6 4 4 NA 4 3 7 2 5.45 701.6 0 0 0
"Amphidium curvipes" "Amphidium curvipes (Müll.Hal.) Broth." "SPECIES" "accepted" "Amphidium curvipes (Müll.Hal.) Broth." "Amphidium" "Rhabdoweisiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "NT" "NEAR_THREATENED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2861.61282245828 "acrocarpous" NA "colonist" 0 NA NA NA NA NA "common" 6.7 NA NA NA 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 0 NA 1 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 16.95 469.9 800 950 1100
"Amphidium lapponicum" "Amphidium lapponicum (Hedw.) Schimp." "SPECIES" "accepted" "Amphidium lapponicum (Hedw.) Schimp." "Amphidium" "Rhabdoweisiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 NA NA "acrocarpous" "turf" "colonist" 0 "erect" 1 NA 0 "monoicous" "occasional" 6.7 NA 47.5 9 1 NA 0 0 0 1 0 NA 1 0 9 0 0 1 10 4 13 24 0 1 0 0 0 0 0 0 0 0 0 0 6 3 2 3 3 0 1 1 4 3 1.65 811.7 160 1460 2760
"Amphidium mougeotii" "Amphidium mougeotii (Bruch & Schimp.) Schimp." "SPECIES" "accepted" "Amphidium mougeotii (Bruch & Schimp.) Schimp." "Amphidium" "Rhabdoweisiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "cushion" "colonist" 0 "inclined" 1 1 0 "dioicous" "rare" 6.7 3 73.33 11 0 NA 0 0 0 0 0 NA 1 2 10 0 0 5 13 1 42 72 0 0 0 0 0 0 0 0 0 0 0 0 7 3 6 3 4 0 3 1 4 3 5.85 711.4 0 1400 2800
"Amphidium mougeotii aggr." "Amphidium mougeotii (Bruch & Schimp.) Schimp." "AGGREGATE" "accepted" "Amphidium mougeotii (Bruch & Schimp.) Schimp." "Amphidium" "Rhabdoweisiaceae" "Dicranales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "alle LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "cushion" "colonist" 0 "inclined" 1 1 0 "dioicous" "rare" 6.7 3 73.33 11 0 NA 0 0 0 0 0 NA 1 2 10 0 0 5 13 1 42 72 0 0 0 0 0 0 0 0 0 0 0 0 7 3 6 3 4 0 3 1 4 3 5.85 711.4 0 1400 2800
"Anacamptodon splachnoides" "Anacamptodon splachnoides (Froel. ex Brid.) Brid." "SPECIES" "accepted" "Anacamptodon splachnoides (Froel. ex Brid.) Brid." "Anacamptodon" "Amblystegiaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "CR" "NT" NA 1 0 NA NA 1 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 NA "pleurocarpous" "turf" "colonist" 1 "erect" 1 1 0 "dioicous" "common" 6.7 10 5 11 0 NA 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0 0 0 1 17 1 1 0 0 0 0 0 0 5 4 3 2 3 NA 7 3 4 2 8.85 794.5 300 1050 1800
"Anacolia menziesii" "Anacolia menziesii (Turner) Paris" "SPECIES" "accepted" "Anacolia menziesii (Turner) Paris" "Anacolia" "Bartramiaceae" "Bartramiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "VU" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "longLived_shuttle" 0 NA NA NA NA "dioicous" "rare" 16.7 NA 31.5 28.75 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 13.95 521.2 1100 1375 1650
"Anacolia webbii" "Anacolia webbii (Mont.) Schimp." "SPECIES" "accepted" "Anacolia webbii (Mont.) Schimp." "Anacolia" "Bartramiaceae" "Bartramiales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "longLived_shuttle" 0 NA NA NA NA "dioicous" "rare" 16.7 NA 45 25 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 14.35 709.9 300 1400 2500
"Anastrepta orcadensis" "Anastrepta orcadensis (Hook.) Schiffn." "SPECIES" "accepted" "Anastrepta orcadensis (Hook.) Schiffn." "Anastrepta" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "VULNERABLE" 1 0 NA NA 1 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 NA "foliose" "turf" "perennial" 0 "erect" 0 NA 0 "dioicous" "rare" 16.7 NA 70 12 1 NA 1 0 0 0 0 NA 1 6 4 0 0 0 0 0 4 4 1 8 1 1 1 2 1 3 0 0 0 0 6 3 2 2 3 0 3 2 5 3 5.85 1148.2 20 1317.5 2615
"Anastrophyllum alpinum" "Anastrophyllum alpinum Steph." "SPECIES" "accepted" "Anastrophyllum alpinum Steph." "Anastrophyllum" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "NT" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "weft" "perennial" 0 "erect" 0 NA NA "dioicous" "rare" 16.7 NA 120 11 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA 2 NA NA 0 NA NA 5 NA 6.15 2569.25 580 767.5 955
"Anastrophyllum assimile" "Anastrophyllum assimile (Mitt.) Steph." "SPECIES" "accepted" "Anastrophyllum assimile (Mitt.) Steph." "Anastrophyllum" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "VU" "LC" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "foliose" "mat" "perennial" 0 "erect" 0 NA NA "dioicous" NA 16.7 NA 35 13 1 NA 1 NA NA NA NA NA 1 0 0 0 0 0 0 1 7 4 0 2 0 0 0 0 0 0 0 0 0 0 6 3 2 2 NA NA 2 3 7 3 3.15 1678.5 100 1350 2600
"Anastrophyllum donnianum" "Anastrophyllum donnianum (Hook.) Steph." "SPECIES" "accepted" "Anastrophyllum donnianum (Hook.) Steph." "Anastrophyllum" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "NT" "NEAR_THREATENED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "weft" "colonist" 0 "erect" 0 NA NA "dioicous" "rare" 6.7 NA 120 11 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 1 NA 0 NA NA NA NA NA 2 NA NA 0 NA NA 5 NA 6.45 2540.9 300 670 1040
"Anastrophyllum hellerianum" "Anastrophyllum hellerianum (Nees ex Lindenb.) R.M.Schust." "SPECIES" "synonym" "Crossocalyx hellerianus (Nees ex Lindenb.) Meyl." "Crossocalyx" "Anastrophyllaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "EN" "LC" "NOT_EVALUATED" 1 0 NA NA 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 NA "foliose" "mat" "colonist" 0 "erect" 0 NA 0 "dioicous" "rare" 6.7 NA 34 9.75 1 NA 1 0 0 0 0 NA 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 14 0 0 0 0 0 0 6 3 2 2 3 0 3 3 6 3 3.45 710.4 10 1305 2600
"Anastrophyllum joergensenii" "Anastrophyllum joergensenii Schiffn." "SPECIES" "accepted" "Anastrophyllum joergensenii Schiffn." "Anastrophyllum" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "VU" "ENDANGERED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "weft" "perennial" 0 "erect" 0 NA NA "dioicous" "rare" 16.7 NA 90 NA 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA 2 NA NA 0 NA NA 7 NA 5.55 2464.25 490 710 930
"Anastrophyllum michauxii" "Anastrophyllum michauxii (F.Weber) H.Buch" "SPECIES" "accepted" "Anastrophyllum michauxii (F.Weber) H.Buch" "Anastrophyllum" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "NT" "NEAR_THREATENED" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "mat" "perennial" 0 "erect" 0 NA 0 "dioicous" "rare" 16.7 NA 50 11.5 1 NA 1 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 1 NA 1 NA 0 NA 0 NA NA NA 6 NA 2 NA 3 NA 3 NA 4 NA 4.95 918.2 0 850 1700
"Anastrophyllum minutum" "Anastrophyllum minutum (Schreb. ex Cranz) R.M.Schust." "SPECIES" "heterotypic synonym" "Sphenolobus minutus (Schreb. ex Cranz) Berggr." "Sphenolobus" "Scapaniaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "NEAR_THREATENED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "turf" "colonist" 0 "erect" 0 1 0 "dioicous" "rare" 6.7 NA 28.33 13.5 1 NA 1 0 0 0 0 "occasional" 1 6 52.5 0 0 2 6 2.5 10 31 1 8.5 1 2 1 18.5 1 3 0 0 0 0 5 3 3 2 4 0 2 2 7 2 2.95 822.8 0 1500 3000
"Anastrophyllum minutum subsp. minutum" "Anastrophyllum minutum var. minutum" "SUBSPECIES" "synonym" "Sphenolobus minutus var. minutus" "Sphenolobus" "Anastrophyllaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "LC" NA "NOT_FOUND" NA NA NA NA 1 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Anastrophyllum minutum var. minutum" "Anastrophyllum minutum var. minutum" "VARIETY" "heterotypic synonym" "Sphenolobus minutus var. minutus" "Sphenolobus" "Anastrophyllaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "FaunaEuropeae" "INN" NA "LC" NA "NOT_FOUND" NA NA NA NA 1 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Andoa berthelotiana" "Andoa berthelotiana (Mont.) Ochyra" "SPECIES" "accepted" "Andoa berthelotiana (Mont.) Ochyra" "Andoa" "Hypnaceae" "Hypnales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4467.98865185367 "pleurocarpous" "mat" "perennial" 0 NA 1 1 0 "dioicous" "common" 16.7 35 100 NA 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 1 NA 1 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 16.15 1295.3 0 850 1700
"Andreaea alpestris" "Andreaea alpestris (Thed.) Schimp." "SPECIES" "accepted" "Andreaea alpestris (Thed.) Schimp." "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "Yes" "NT" "DD" "LEAST_CONCERN" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 349686.535574858 "acrocarpous" "cushion" "longLived_shuttle" 0 NA NA NA NA "monoicous" "occasional" 16.7 NA 10 22 0 NA 0 0 0 0 0 NA 1 0 1 0 0 0 0 0 6 33 1 0 0 0 0 0 0 0 0 0 0 0 6 3 1 2 NA 0 1 1 6 3 -0.15 1048.3 700 1850 3000
"Andreaea alpina" "Andreaea alpina Hedw." "SPECIES" "accepted" "Andreaea alpina Hedw." "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "LEAST_CONCERN" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "shortLived_shuttle" 0 NA NA NA NA "monoicous" "common" 6.7 NA 50 30.5 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 0.85 1198.4 900 1450 2000
"Andreaea blyttii" "Andreaea blyttii Schimp." "SPECIES" "accepted" "Andreaea blyttii Schimp." "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "NT" "NEAR_THREATENED" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "cushion" "shortLived_shuttle" 0 NA NA NA NA "dioicous" "occasional" 6.7 NA 25 13 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 0 NA 0 NA 0 NA 0 NA 0 NA NA NA 7 NA 1 NA NA 0 1 NA 9 NA 0.35 1222.9 5 597.5 1190
"Andreaea crassinervia" "Andreaea crassinervia Bruch" "SPECIES" "accepted" "Andreaea crassinervia Bruch" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "EN" "EN" "LEAST_CONCERN" NA NA NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 NA "acrocarpous" NA "shortLived_shuttle" 0 NA NA NA NA "monoicous" "common" 6.7 NA 25 31 0 NA 0 0 0 0 0 NA 1 0 0 0 0 1 0 0 2 4 0 0 0 0 0 0 0 0 0 0 0 0 7 3 1 2 3 NA 2 2 8 4 5.75 753 1400 2050 2700
"Andreaea flexuosa" "Andreaea flexuosa R.Br.bis" "SPECIES" "accepted" "Andreaea flexuosa R.Br.bis" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "EN" NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "shortLived_shuttle" 0 NA NA NA NA "monoicous" "common" 6.7 NA 5 20 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 0 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 12.55 2506.3 1400 1625 1850
"Andreaea frigida" "Andreaea frigida Huebener" "SPECIES" "accepted" "Andreaea frigida Huebener" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "Yes" "NT" "VU" "VULNERABLE" NA NA NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1351550.99792005 "acrocarpous" "cushion" "shortLived_shuttle" 0 NA NA NA NA "monoicous" "common" 6.7 NA 40 25 0 NA 0 0 0 0 0 NA 1 0 1 0 0 0 0 0 17 14 0 0 0 0 0 0 0 0 0 0 0 0 8 3 1 2 NA 0 1 1 8 4 8.85 932.1 385 1592.5 2800
"Andreaea heinemannii" "Andreaea heinemannii Hampe & Müll.Hal." "SPECIES" "accepted" "Andreaea heinemannii Hampe & Müll.Hal." "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "InfoSpecies" NA "No" "VU" "NT" NA 1 0 NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 NA "acrocarpous" "turf" "shortLived_shuttle" 0 NA NA NA NA "both" "occasional" 6.7 NA 3.75 28 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 0 NA 0 NA 0 NA 0 NA 0 NA NA NA 3 2 1 2 4 NA 2 1 7 5 10.25 1120.5 250 1625 3000
"Andreaea heinemannii subsp. heinemannii" "Andreaea heinemannii subsp. heinemannii" "SUBSPECIES" "accepted" "Andreaea heinemannii subsp. heinemannii" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "VU" NA NA NA NA NA NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 10 NA 0 NA 0 NA 0 NA 0 NA 0 0 0 NA 2 NA 2 NA NA NA 1 NA 5 NA NA NA NA NA
"Andreaea hookeri" "Andreaea hookeri Schimp." "SPECIES" "accepted" "Andreaea hookeri Schimp." "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "NOT_APPLICABLE" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "cushion" "longLived_shuttle" 0 NA NA NA NA "monoicous" "occasional" 16.7 NA 60 26 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 0 NA 0 NA 0 NA 0 NA 0 NA NA NA 8 NA 6 NA NA 0 2 NA 2 NA 8.65 1467.6 1 575.5 1150
"Andreaea megistospora" "Andreaea megistospora B.M.Murray" "SPECIES" "accepted" "Andreaea megistospora B.M.Murray" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "NOT_APPLICABLE" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "cushion" "shortLived_shuttle" 0 NA NA NA NA "monoicous" "common" 6.7 NA 10 50 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 0 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA 2 NA NA 0 NA NA 8 NA 8.95 1820.1 45 572.5 1100
"Andreaea mutabilis" "Andreaea mutabilis Hook.f. & Wilson" "SPECIES" "accepted" "Andreaea mutabilis Hook.f. & Wilson" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "NOT_APPLICABLE" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "cushion" "shortLived_shuttle" 0 NA NA NA NA "monoicous" "common" 6.7 NA 10 12 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA 2 NA NA 0 NA NA 7 NA 7.45 1848.2 250 700 1150
"Andreaea nivalis" "Andreaea nivalis Hook." "SPECIES" "accepted" "Andreaea nivalis Hook." "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "NT" "NT" "VULNERABLE" 1 0 NA NA 1 0 0 0 0 0 1 0 0 0 0 NA 0 0 NA 0 0 0 0 0 NA "acrocarpous" "cushion" "longLived_shuttle" 0 NA NA NA NA "dioicous" "rare" 16.7 NA 60 24 0 NA 0 0 0 0 0 NA 1 1 7 0 0 0 1 1 17 17 0 0 0 0 0 0 0 0 0 0 0 0 8 4 2 2 NA 0 1 1 8 4 1.05 1379.7 880 1835 2790
"Andreaea rothii" "Andreaea rothii F.Weber & D.Mohr" "SPECIES" "accepted" "Andreaea rothii F.Weber & D.Mohr" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "VU" "LC" "LEAST_CONCERN" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "cushion" "shortLived_shuttle" 0 NA NA NA NA "monoicous" "common" 6.7 NA 25 36 0 NA 0 0 0 0 0 NA 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 4 3 2 2 2 0 3 1 6 3 8.75 902.5 10 1355 2700
"Andreaea rothii aggr." "Andreaea rothii F.Weber & D.Mohr" "AGGREGATE" "accepted" "Andreaea rothii F.Weber & D.Mohr" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "EN bis NT" "LC" "NOT_EVALUATED" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "cushion" "shortLived_shuttle" 0 NA NA NA NA "monoicous" "common" 6.7 NA 25 36 0 NA 0 0 0 0 0 NA 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 4 3 2 2 2 0 3 1 6 3 8.75 902.5 10 1355 2700
"Andreaea rothii subsp. falcata" "Andreaea rothii subsp. falcata (Schimp.) Lindb." "SUBSPECIES" "accepted" "Andreaea rothii subsp. falcata (Schimp.) Lindb." "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "EN" NA "NOT_APPLICABLE" NA NA NA NA 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 2 13 NA 0 NA 0 NA 0 NA 0 NA 0 0 0 NA 3 NA 2 NA NA NA 1 NA 3 NA NA NA NA NA
"Andreaea rothii subsp. rothii" "Andreaea rothii subsp. rothii" "SUBSPECIES" "accepted" "Andreaea rothii subsp. rothii" "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" NA "VU" NA "NOT_APPLICABLE" NA NA NA NA 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 8 4 NA 0 NA 0 NA 0 NA 0 NA 0 0 0 NA 3 NA 2 NA NA NA 1 NA 3 NA NA NA NA NA
"Andreaea rothii var. falcata" "Andreaea rothii var. falcata (Schimp.) Lindb." "VARIETY" "synonym" "Andreaea rothii subsp. falcata (Schimp.) Lindb." "Andreaea" "Andreaeaceae" "Andreaeales" "Andreaeopsida" "Bryophyta" "Bryophytes" "FaunaEuropeae" "INN" NA "EN" NA "NOT_APPLICABLE" NA NA NA NA 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 2 13 NA 0 NA 0 NA 0 NA 0 NA 0 0 0 NA 3 NA 2 NA NA NA 1 NA 3 NA NA NA NA NA
