"species" "Functional_group" "Ascoma_type" "Ascoma_development" "Ascus_dehiscence" "C_perct" "N_perct" "P_perct" "C.N_perct" "C.P_perct" "N.P_perct" "Sporocarp_N_perct" "Melanin_content_mg.g" "Spore_width_μm" "Spore_length_μm" "Spore_size_μm3" "Fruiting_body_size_mm2" "Fos" "Ter" "Aqu" "Arb" "Aer" "Substrate" "RangeSize_km2" "IUCN_status" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Tricharina ascophanoides" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Cupulina ascophanoides (Boud.) Van Vooren" "SPECIES" "Cupulina" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Tricharina fibrillosa" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Pseudaleuria fibrillosa (Massee) J.Moravec" "SPECIES" "Pseudaleuria" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Tricharina gilva" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "fire_places" NA NA "Tricharina gilva (Boud. ex Cooke) Eckblad" "SPECIES" "Tricharina" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Tricharina hiemalis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricharina hiemalis Chin S.Yang & Korf" "SPECIES" "Tricharina" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Tricharina japonica" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "sandy_soil" NA NA "Tricharina japonica Chin S.Yang & Korf" "SPECIES" "Tricharina" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Tricharina ochroleuca" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "sandy_soil" NA NA "Tricharina ochroleuca (Sacc.) Eckblad" "SPECIES" "Tricharina" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Tricharina praecox" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "fire_places" NA NA "Tricharina praecox (P.Karst.) Dennis" "SPECIES" "Tricharina" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Tricharina subglobispora" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricharina subglobispora Svrček" "SPECIES" "Tricharina" "Pyronemataceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichia affinis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Oligonema affine (de Bary) García-Cunch., J.C.Zamora & Lado, 2022" "SPECIES" "Oligonema" "Trichiaceae" "Trichiales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Trichia alpina" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Trichia alpina (R.E.Fr.) Meyl., 1921" "SPECIES" "Trichia" "Trichiaceae" "Trichiales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Trichia botrytis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "mosses_lichens" NA NA "Trichia botrytis (J.F.Gmel.) Pers., 1794" "SPECIES" "Trichia" "Trichiaceae" "Trichiales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Trichia contorta" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trichia contorta (Ditmar) Rostaf., 1875" "SPECIES" "Trichia" "Trichiaceae" "Trichiales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Trichia crateriformis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trichia crateriformis G.W.Martin, 1963" "SPECIES" "Trichia" "Trichiaceae" "Trichiales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Trichia decipiens" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Hemitrichia decipiens (Pers.) García-Cunch., J.C.Zamora & Lado, 2022" "SPECIES" "Hemitrichia" "Arcyriaceae" "Trichiales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Trichia favoginea" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trichia favoginea Schumach." "SPECIES" "Trichia" "Trichiaceae" "Trichiales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Trichia floriformis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Metatrichia floriformis (Schwein.) Nann.-Bremek., 1985" "SPECIES" "Metatrichia" "Trichiaceae" "Trichiales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Trichia macbridei" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trichia macbridei M.Peck, 1932" "SPECIES" "Trichia" "Trichiaceae" "Trichiales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Trichia persimilis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Oligonema persimile (P.Karst.) García-Cunch., J.C.Zamora & Lado, 2022" "SPECIES" "Oligonema" "Trichiaceae" "Trichiales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Trichia pusilla" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA NA NA NA NA NA NA NA NA
"Trichia scabra" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trichia scabra Rostaf., 1875" "SPECIES" "Trichia" "Trichiaceae" "Trichiales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Trichia subfusca" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trichia subfusca Rex, 1890" "SPECIES" "Trichia" "Trichiaceae" "Trichiales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Trichia varia" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trichia varia (Pers. ex J.F.Gmel.) Pers., 1794" "SPECIES" "Trichia" "Trichiaceae" "Trichiales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Trichia verrucosa" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Oligonema verrucosum (Berk.) García-Cunch., J.C.Zamora & Lado, 2022" "SPECIES" "Oligonema" "Trichiaceae" "Trichiales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Trichobolus dextrinoideosetosus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "dung" NA NA "Trichobolus dextrinoideosetosus Doveri" "SPECIES" "Trichobolus" "Ascodesmidaceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichobolus sphaerosporus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "dung" NA NA "Trichobolus sphaerosporus Kimbr." "SPECIES" "Trichobolus" "Ascodesmidaceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichobolus zukalii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "dung" NA NA "Trichobolus zukalii (Heimerl) Kimbr." "SPECIES" "Trichobolus" "Ascodesmidaceae" "Pezizales" "Pezizomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichocybe puberula" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Trichocybe puberula (Kuyper) Vizzini" "SPECIES" "Trichocybe" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Trichodelitschia bisporula" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "dung" NA NA "Trichodelitschia bisporula (P.Crouan & H.Crouan) E.Müll. & Arx" "SPECIES" "Trichodelitschia" "Phaeotrichaceae" "Phaeotrichales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichodelitschia munkii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "dung" NA NA "Trichodelitschia munkii N.Lundq." "SPECIES" "Trichodelitschia" "Phaeotrichaceae" "Phaeotrichales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichoderma alni" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trichoderma alni Jaklitsch" "SPECIES" "Trichoderma" "Hypocreaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichoderma americanum" NA "ostiolar" "ascohymenial" "poricidal" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Trichoderma americanum (Canham) Jaklitsch & Voglmayr" "SPECIES" "Trichoderma" "Hypocreaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichoderma deliquescens" NA "ostiolar" "ascohymenial" "poricidal" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Trichoderma deliquescens (Sopp) Jaklitsch" "SPECIES" "Trichoderma" "Hypocreaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichoderma harzianum" NA NA NA NA 44 NA 0.866666666666667 NA 195.46 NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Trichoderma harzianum Rifai" "SPECIES" "Trichoderma" "Hypocreaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichoderma koningii" NA NA NA NA NA NA NA 17.4 106 6.39 NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Trichoderma koningii Oudem." "SPECIES" "Trichoderma" "Hypocreaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichoderma leucopus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Trichoderma leucopus Jaklitsch" "SPECIES" "Trichoderma" "Hypocreaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichoderma parmastoi" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Trichoderma parmastoi (Overton) Jaklitsch & Voglmayr" "SPECIES" "Trichoderma" "Hypocreaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichoglossum hirsutum" "saprobe" "exposed_hymenium" "ascohymenial" "poricidal" NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Trichoglossum hirsutum (Pers.) Boud." "SPECIES" "Trichoglossum" "Geoglossaceae" "Geoglossales" "Geoglossomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichoglossum leucosporum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Leucoglossum leucosporum (Benkert & Hardtke) Arauzo" "SPECIES" "Leucoglossum" "Geoglossaceae" "Geoglossales" "Geoglossomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichoglossum octopartitum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Trichoglossum octopartitum Mains" "SPECIES" "Trichoglossum" "Geoglossaceae" "Geoglossales" "Geoglossomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichoglossum rasum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Trichoglossum rasum Pat." "SPECIES" "Trichoglossum" "Geoglossaceae" "Geoglossales" "Geoglossomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichoglossum tetrasporum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Trichoglossum tetrasporum Sinden & Fitzp." "SPECIES" "Trichoglossum" "Geoglossaceae" "Geoglossales" "Geoglossomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichoglossum variabile" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Trichoglossum variabile (E.J.Durand) Nannf." "SPECIES" "Trichoglossum" "Geoglossaceae" "Geoglossales" "Geoglossomycetes" "Ascomycota" "NOT_EVALUATED"
"Trichoglossum walteri" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" 2171220.07164939 NA "Trichoglossum walteri (Berk.) E.J.Durand" "SPECIES" "Trichoglossum" "Geoglossaceae" "Geoglossales" "Geoglossomycetes" "Ascomycota" "NOT_EVALUATED"
"Tricholoma acerbum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA 3.8 5 37.8038315981972 5625 1 0 NA 0 0 "soil_peat" 15961372.946671 NA "Tricholoma acerbum (Bull.) Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "VULNERABLE"
"Tricholoma aestuans" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma aestuans (Fr.) Gillet" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma albatum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma albatum Velen." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma albidum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma albidum Bon" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma album" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA 4 6 50.2654824574367 3025 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma album (Schaeff.) P.Kumm." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma apium" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" 4465618.11706757 NA "Tricholoma apium Jul.Schäff." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "VULNERABLE"
"Tricholoma argyraceum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma argyraceum (Bull.) Gillet" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma arvernense" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma arvernense Bon" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma atrosquamosum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA 3.8 5.5 41.5842147580169 3600 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma atrosquamosum Sacc." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma aurantium" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma aurantium (Schaeff.) Ricken" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma basirubens" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma basirubens (Bon) A.Riva & Bon" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma boreale" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Gerhardtia borealis (Fr.) Contu & A.Ortega" "SPECIES" "Gerhardtia" "Lyophyllaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma boudieri" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma saponaceum (Fr.) P.Kumm." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma bresadolanum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma bresadolanum Clémençon" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma bufonium" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma bufonium (Pers.) Gillet" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma caligatum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma caligatum (Viv.) Ricken" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma cedretorum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma pessundatum (Fr.) Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma chrysophyllum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma chrysophyllum A.Riva, C.E.Hermos. & Jul.Sánchez" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma cingulatum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA 3 5.5 25.9181393921158 1225 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma cingulatum (Almfelt ex Fr.) Jacobashch" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma cnista" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma saponaceum (Fr.) P.Kumm." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma colossus" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma colossus (Fr.) Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma columbetta" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA 4.5 6.3 66.798113796953 4900 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma columbetta (Fr.) P.Kumm." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma concolor" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma concolor (Delile) P.-A.Moreau, Bellanger & Courtec." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma decora" NA NA NA NA NA NA NA NA NA NA NA NA 4.8 7 84.4460105284936 1849 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA
"Tricholoma equestre" "ectomycorrhiza" NA NA NA 43.12 3.18 NA 16.86 NA NA NA NA 4.3 7 67.7693895256878 7225 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma equestre (L.) P.Kumm." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma favovirens" NA NA NA NA 44 NA 0.83 NA 136.95 NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA
"Tricholoma filamentosum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma filamentosum (Alessio) Alessio" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma focale" "ectomycorrhiza" NA NA NA 44 NA 0.11 NA 1026.8 NA NA 26.41309883 NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma focale (Fr.) Ricken" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma fracticum" "ectomycorrhiza" NA NA NA 41.1 3.5 NA 13.7 NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma fracticum (Britzelm.) Kreisel" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma frondosae" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma frondosae Kalamees & Shchukin" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma fucatum" "ectomycorrhiza" NA NA NA 42.4 2.65 NA 19.87 NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma fucatum (Fr.) P.Kumm." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma fulvum" "ectomycorrhiza" NA NA NA 43 3.9 NA 12.86 NA NA 2.8 NA 4.5 5.8 61.4966761940202 5625 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma fulvum (DC.) Bigeard & H.Guill." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma gausapatum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma gausapatum (Fr.) Quél." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma goniospermum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholosporum goniospermum (Bres.) Guzmán ex T.J.Baroni" "SPECIES" "Tricholosporum" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma groanense" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma groanense Viola" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma guttatum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA NA NA NA NA NA NA NA NA
"Tricholoma hemisulphureum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma hemisulphureum (Kühner) A.Riva ex Boffelli" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma ilkkae" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma ilkkae Mort.Chr., Heilm.-Claus., Ryman & N.Bergius" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma imbricatum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA 76.45701792 NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma imbricatum (Fr.) P.Kumm." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma impolitum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma impolitum Las." "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma inamoenum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma inamoenum (Fr.) Gillet" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma inocybeoides" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma argyraceum (Bull.) Gillet" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Tricholoma inodermeum" "ectomycorrhiza" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Tricholoma inodermeum (Fr.) Gillet" "SPECIES" "Tricholoma" "Tricholomataceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
