species Genus Family Order BodyMass_g BodyLength_mm Litter_size Reproductive_mode Age_at_maturity_y First_breeding_y Longevity_max_y Activity Diet Diet_Inv Diet_Vert Diet_Scav Diet_Fruit Diet_Nect Diet_Seed Diet_Plant Fos Ter Aqu Arb Aer Verticality EcoTer EcoFresh EcoMar MajorHabitat_1 MajorHabitat_2 MajorHabitat_3 MajorHabitat_4 MajorHabitat_5 MajorHabitat_6 MajorHabitat_7 MajorHabitat_8 MajorHabitat_9 MajorHabitat_10 MajorHabitat_12 MajorHabitat_13 MajorHabitat_14 MajorHabitat_15 MajorHabitat_16 MajorHabitat_17 MajorHabitatSum HabitatBreadth PropUrbanArea PropCroplandArea PropPastureArea PropRangeLandArea AnnuMeanTemp AnnuPrecip TempSeasonality PrecipSeasonality Elevation Dispersal_km RangeSize_km2 IUCN_status Head_length_mm Eye_diameter_mm Interorbital_dist_mm Internarial_dist_mm Eye_nostril_dist_mm gbif_accepted gbif_rank gbif_genus gbif_family gbif_order gbif_class gbif_phylum gbif_IUCN
"Adenomus kandianus" Adenomus Bufonidae Anura 3.51 32.2 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 0 1 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.007388609 0.260142615 0.02980495 0 24.55483471 2140.325758 779.3764463 47.23195592 484.8056129 NA 12100 ENDANGERED 7.3 3.2 2.8 1.9 1.7 "Adenomus kandianus (Günther, 1872)" SPECIES Adenomus Bufonidae Anura Amphibia Chordata ENDANGERED
"Adenomus kelaartii" Adenomus Bufonidae Anura NA 50 1000 Oviparous NA NA NA Cathemeral NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.006546721 0.229951255 0.028539636 0 25.41465053 2198.472811 677.1925969 42.92563529 314.8708514 NA 24200 VULNERABLE 11.9 NA 3.9 3 NA "Adenomus kelaartii (Günther, 1858)" SPECIES Adenomus Bufonidae Anura Amphibia Chordata VULNERABLE
"Afrixalus aureus" Afrixalus Hyperoliidae Anura 1.1 26 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 4 NA 0.00310761 0.069370978 0.295005472 0.091132908 22.1966575 877.228443 2768.87414 83.70138597 412.9615273 NA 556600 LEAST_CONCERN NA 2.9 2.6 NA NA "Afrixalus aureus Pickersgill, 1984" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus clarkei" Afrixalus Hyperoliidae Anura NA 23 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 NA 0.002823053 0.184308033 0.187676302 0.00052466 18.24322058 1751.170534 610.7423337 52.18381811 1645.664388 NA 36300 ENDANGERED NA NA NA NA NA "Afrixalus clarkei Largen, 1974" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata ENDANGERED
"Afrixalus crotalus" Afrixalus Hyperoliidae Anura NA 24 50 Oviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.5 2.4 NA NA "Afrixalus crotalus Pickersgill, 1984" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus delicatus" Afrixalus Hyperoliidae Anura NA 27 50 Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 1 0 0.75 1 1 0 1 1 1 1 1 0 0 0 0 0 0 0 1 1 0 0 7 NA 0.001369094 0.122728857 0.230402208 0.047865316 23.89670711 953.1923041 1649.296158 85.11576755 417.0280052 NA 1476200 LEAST_CONCERN NA 2.6 NA NA NA "Afrixalus delicatus Pickersgill, 1984" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus dorsalis" Afrixalus Hyperoliidae Anura NA 38 83 Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 0 1 1 0 0.75 1 1 0 1 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 6 NA 0.007489833 0.181463389 0.18632881 0.006038167 25.17192565 1914.141007 1012.772525 63.21636832 209.7296468 NA 1234200 LEAST_CONCERN NA NA NA NA NA "Afrixalus dorsalis (Peters, 1875)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus dorsimaculatus" Afrixalus Hyperoliidae Anura NA 22 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.000172208 0.265448687 0.183734523 0.058413406 23.53369444 1103.140417 1584.841736 56.33340278 570.9367014 NA 12100 ENDANGERED NA NA NA NA NA "Afrixalus dorsimaculatus (Ahl, 1930)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata ENDANGERED
"Afrixalus enseticola" Afrixalus Hyperoliidae Anura NA 28 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 1 0 0.75 1 1 0 1 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 4 NA 0.003108971 0.223952309 0.190163213 0.001485988 17.8752913 1526.979265 929.3965134 59.19501578 1850.382693 NA 121000 VULNERABLE NA NA NA NA NA "Afrixalus enseticola Largen, 1974" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata VULNERABLE
"Afrixalus equatorialis" Afrixalus Hyperoliidae Anura NA 38 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.000415072 0.014526951 0.018065148 0.00093471 23.88903886 1813.394939 474.626294 33.69039325 390.8194638 NA 750200 LEAST_CONCERN NA NA NA NA NA "Afrixalus equatorialis (Laurent, 1941)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus fornasini" Afrixalus Hyperoliidae Anura NA 40 80.5 Oviparous NA NA NA Nocturnal Carnivorous 1 1 NA 0 0 0 0 0 1 1 1 0 0.75 1 1 0 1 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 6 NA 0.001560181 0.090371588 0.24616007 0.07681579 23.39866725 1102.97211 2000.438483 90.64815206 384.985994 NA 1500400 LEAST_CONCERN NA NA NA NA NA "Afrixalus fornasini (Bianconi, 1849)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus fulvovittatus" Afrixalus Hyperoliidae Anura 1.25 30 NA Oviparous NA NA NA Nocturnal Carnivorous 1 0 NA 0 0 0 0 0 1 1 1 0 0.75 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 NA 0.005587553 0.175490934 0.221289314 0.003928059 24.64560211 2262.702615 1048.998496 66.1714511 369.0498353 NA 229900 LEAST_CONCERN NA NA NA NA NA "Afrixalus fulvovittatus (Cope, 1861)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus knysnae" Afrixalus Hyperoliidae Anura NA 26 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 1 0 0.75 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 5 NA 0.000977463 0.024867463 0.055511612 0.113709103 15.70536698 478.3511424 3858.858111 21.9347885 566.0091904 NA 24200 ENDANGERED NA NA NA NA NA "Afrixalus knysnae (Loveridge, 1954)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata ENDANGERED
"Afrixalus lacteus" Afrixalus Hyperoliidae Anura NA 29 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 0 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.00767251 0.101538477 0.036358875 0.000870507 21.98641568 2074.763918 1188.939436 69.85107334 927.349098 NA 24200 ENDANGERED NA NA NA NA NA "Afrixalus lacteus Perret, 1976" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata ENDANGERED
"Afrixalus laevis" Afrixalus Hyperoliidae Anura NA 25 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 0 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.001266527 0.040643399 0.028705322 0.000981495 23.18436375 1833.690857 603.687275 38.81950254 558.6875085 NA 1597200 LEAST_CONCERN NA NA NA NA NA "Afrixalus laevis (Ahl, 1930)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus leucostictus" Afrixalus Hyperoliidae Anura NA 36 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.000959825 0.028607851 0.030980967 0.004044198 22.55402337 1877.265964 464.9744588 34.1293416 683.7210623 NA 496100 LEAST_CONCERN NA NA NA NA NA "Afrixalus leucostictus Laurent, 1950" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus lindholmi" Afrixalus Hyperoliidae Anura NA 27 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.000580588 0.020624706 0.022554789 0 25.8269962 2956.02627 935.6768061 66.62910474 6.171701389 NA 12100 DATA_DEFICIENT NA NA NA NA NA "Afrixalus lindholmi (Andersson, 1907)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata DATA_DEFICIENT
"Afrixalus morerei" Afrixalus Hyperoliidae Anura NA 23 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 1 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 4 NA 0.001833322 0.181076444 0.194558956 0.037504276 19.79158943 943.5706497 1622.884945 99.9492341 1284.899149 NA 36300 VULNERABLE NA NA NA NA NA "Afrixalus morerei Dubois, 1986" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata VULNERABLE
"Afrixalus nigeriensis" Afrixalus Hyperoliidae Anura NA 35 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 0 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 NA 0.009789444 0.271155698 0.249458132 0.000858763 25.59313781 1608.163902 1043.030032 59.13354984 200.090795 NA 689700 LEAST_CONCERN NA NA NA NA NA "Afrixalus nigeriensis Schiøtz, 1963" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus orophilus" Afrixalus Hyperoliidae Anura NA 27 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 1 0 0.75 1 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 3 NA 0.012612232 0.352153962 0.096038101 0.000720669 19.26455536 1345.764923 625.2541602 43.13188876 1628.152921 NA 96800 LEAST_CONCERN NA NA NA NA NA "Afrixalus orophilus (Laurent, 1947)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus osorioi" Afrixalus Hyperoliidae Anura NA 35 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 0 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 NA 0.001569375 0.050526038 0.091457826 0.03775381 23.28156997 1669.244756 586.779309 49.13602207 539.6295102 NA 2347400 LEAST_CONCERN NA NA NA NA NA "Afrixalus osorioi (Ferreira, 1906)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus paradorsalis" Afrixalus Hyperoliidae Anura NA 35 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 0 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 4 NA 0.001519536 0.061584178 0.029307589 0.002604206 23.30370363 1922.979409 748.8489836 59.40400094 504.1424253 NA 677600 LEAST_CONCERN NA NA NA NA NA "Afrixalus paradorsalis Perret, 1960" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus quadrivittatus" Afrixalus Hyperoliidae Anura NA 32 50 Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 0 1 1 0 1 0 0 0 0 0 0 0 1 1 0 0 5 NA 0.00192055 0.089655915 0.102063616 0.033641472 23.71940733 1489.480249 1033.333386 63.1268197 648.4368435 NA 5856400 LEAST_CONCERN NA NA NA NA NA "Afrixalus quadrivittatus (Werner, 1908)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus schneideri" Afrixalus Hyperoliidae Anura NA NA NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.013937322 0.154267217 0.055667778 0 24.7405984 3107.578312 863.2305149 73.90470287 182.7627083 NA 12100 DATA_DEFICIENT NA NA NA NA NA "Afrixalus schneideri (Boettger, 1889)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata DATA_DEFICIENT
"Afrixalus septentrionalis" Afrixalus Hyperoliidae Anura NA 27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 3 NA 0.001956307 0.104057589 0.172765036 0.024978476 23.37679091 669.6436725 1379.37597 88.70533921 799.9766014 NA 121000 LEAST_CONCERN NA NA NA NA NA "Afrixalus septentrionalis Schiøtz, 1974" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus spinifrons" Afrixalus Hyperoliidae Anura NA 25 30 Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 4 NA 0.012608763 0.102640966 0.305693776 0.008024956 17.5285913 925.3516573 3020.11036 53.91268834 661.9358243 NA 193600 LEAST_CONCERN NA NA NA NA NA "Afrixalus spinifrons (Cope, 1862)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus stuhlmanni" Afrixalus Hyperoliidae Anura NA 27 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 0 1 1 0 1 0 0 0 0 0 0 0 1 1 0 0 5 NA 0.001570139 0.12064986 0.225366175 0.058767454 22.26799478 1117.385752 2049.739027 100.87689 792.7506019 NA 895400 LEAST_CONCERN NA NA NA NA NA "Afrixalus stuhlmanni (Pfeffer, 1893)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus sylvaticus" Afrixalus Hyperoliidae Anura NA 22.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 NA 0.003619217 0.185114217 0.191986553 0.022167268 25.11367814 1178.505483 1365.22227 59.62550344 207.2528588 NA 84700 VULNERABLE NA NA NA NA NA "Afrixalus sylvaticus Schiøtz, 1974" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata VULNERABLE
"Afrixalus uluguruensis" Afrixalus Hyperoliidae Anura NA 31 13 Oviparous NA NA NA Diurnal Carnivorous 1 0 NA 0 0 0 0 0 0 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.000326002 0.168601054 0.144090612 0.090251763 21.1742461 1057.858798 1671.415796 83.43849816 987.7201969 NA 84700 VULNERABLE NA NA NA NA NA "Afrixalus uluguruensis (Barbour & Loveridge, 1928)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata VULNERABLE
"Afrixalus upembae" Afrixalus Hyperoliidae Anura NA 28 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.003095401 0.005427417 0.011656481 0.009640684 23.22266738 1151.199036 1341.616357 86.65776142 818.6184278 NA 36300 DATA_DEFICIENT NA NA NA NA NA "Afrixalus upembae (Laurent, 1941)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata DATA_DEFICIENT
"Afrixalus vibekensis" Afrixalus Hyperoliidae Anura NA 27 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.003654032 0.157609328 0.18163215 0 25.22225019 1816.674599 870.7067201 50.48841821 196.3806248 NA 48400 LEAST_CONCERN NA NA NA NA NA "Afrixalus vibekensis Schiøtz, 1967" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus vittiger" Afrixalus Hyperoliidae Anura NA 28 100 Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0 1 1 0 0 6 NA 0.004780309 0.195597519 0.26031657 0.040052013 26.70833861 1313.977558 1760.194565 89.31631511 278.7161352 NA 1960200 LEAST_CONCERN NA NA NA NA NA "Afrixalus vittiger (Peters, 1876)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus weidholzi" Afrixalus Hyperoliidae Anura NA 25 130 Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 4 NA 0.003012875 0.160610174 0.22544956 0.015619003 26.08269007 1311.087675 1714.427104 87.71588721 399.9934661 NA 2879800 LEAST_CONCERN NA NA NA NA NA "Afrixalus weidholzi (Mertens, 1938)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Afrixalus wittei" Afrixalus Hyperoliidae Anura NA 33 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 4 NA 0.001022356 0.030653158 0.093965623 0.045866534 21.38364224 1171.451794 1906.582325 97.60051923 1139.754277 NA 1234200 LEAST_CONCERN NA NA NA NA NA "Afrixalus wittei (Laurent, 1941)" SPECIES Afrixalus Hyperoliidae Anura Amphibia Chordata LEAST_CONCERN
"Agalychnis annae" Agalychnis Hylidae Anura 74 84.2 720 Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 4 NA 0.02820811 0.06357697 0.153677216 0 23.32999953 3344.511049 451.0594418 44.59851834 469.5985193 NA 36300 VULNERABLE NA NA NA NA NA "Agalychnis annae (Duellman, 1963)" SPECIES Agalychnis Phyllomedusidae Anura Amphibia Chordata VULNERABLE
"Agalychnis aspera" Agalychnis Hylidae Anura NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Hylomantis aspera Peters, 1873" SPECIES Hylomantis Phyllomedusidae Anura Amphibia Chordata LEAST_CONCERN
"Agalychnis buckleyi" Agalychnis Hylidae Anura NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Agalychnis buckleyi (Boulenger, 1882)" SPECIES Agalychnis Phyllomedusidae Anura Amphibia Chordata LEAST_CONCERN
"Agalychnis callidryas" Agalychnis Hylidae Anura 12 77.2 142 Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 NA 0.003860004 0.103064448 0.092918469 0.000263131 24.63910652 2111.587339 1192.245322 58.7949344 268.567431 NA 1040600 LEAST_CONCERN NA NA NA NA NA "Agalychnis callidryas (Cope, 1862)" SPECIES Agalychnis Phyllomedusidae Anura Amphibia Chordata LEAST_CONCERN
"Agalychnis dacnicolor" Agalychnis Hylidae Anura 71 103.6 327 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Agalychnis dacnicolor (Cope, 1864)" SPECIES Agalychnis Phyllomedusidae Anura Amphibia Chordata LEAST_CONCERN
"Agalychnis danieli" Agalychnis Hylidae Anura NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Agalychnis danieli (Ruiz-Carranza, Hernández-Camacho & Rueda-Almonacid, 1988)" SPECIES Agalychnis Phyllomedusidae Anura Amphibia Chordata DATA_DEFICIENT
"Agalychnis granulosa" Agalychnis Hylidae Anura NA NA 43 Oviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Hylomantis granulosa (Cruz, 1989)" SPECIES Hylomantis Phyllomedusidae Anura Amphibia Chordata LEAST_CONCERN
"Agalychnis hulli" Agalychnis Hylidae Anura 2.43 38.07 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.000320185 0.001177608 0.000612909 0 23.80207961 3858.998978 474.7176222 22.6715552 338.8906821 NA 96800 LEAST_CONCERN NA NA NA NA NA "Agalychnis hulli (Duellman & Mendelson, 1995)" SPECIES Agalychnis Phyllomedusidae Anura Amphibia Chordata LEAST_CONCERN
"Agalychnis lemur" Agalychnis Hylidae Anura NA 53 45.5 NA NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.011013177 0.052195664 0.108041707 0.00000193889 23.30923228 3017.885586 440.0344758 45.94442371 413.3637095 NA 157300 CRITICALLY_ENDANGERED NA NA NA NA NA "Agalychnis lemur (Boulenger, 1882)" SPECIES Agalychnis Phyllomedusidae Anura Amphibia Chordata CRITICALLY_ENDANGERED
"Agalychnis medinae" Agalychnis Hylidae Anura NA 44.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Agalychnis medinae (Funkhouser, 1962)" SPECIES Agalychnis Phyllomedusidae Anura Amphibia Chordata ENDANGERED
"Agalychnis moreletii" Agalychnis Hylidae Anura 31 85 115 Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 NA 0.013940402 0.162176165 0.106972637 0.000356274 22.08679365 2046.278754 1310.326698 74.15896503 785.8744245 NA 496100 LEAST_CONCERN NA NA NA NA NA "Agalychnis moreletii (Duméril, 1853)" SPECIES Agalychnis Phyllomedusidae Anura Amphibia Chordata LEAST_CONCERN
"Agalychnis psilopygion" Agalychnis Hylidae Anura NA NA NA NA NA NA NA Nocturnal NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Agalychnis psilopygion (Cannatella, 1980)" SPECIES Agalychnis Phyllomedusidae Anura Amphibia Chordata LEAST_CONCERN
"Agalychnis saltator" Agalychnis Hylidae Anura 47 66 168 Oviparous NA NA NA Cathemeral NA NA NA NA NA NA NA NA 0 1 0 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.014844146 0.0457468 0.098334924 0.00000171268 23.9299065 3216.443498 591.3267299 43.20953353 347.0354853 NA 133100 LEAST_CONCERN NA NA NA NA NA "Agalychnis saltator Taylor, 1955" SPECIES Agalychnis Phyllomedusidae Anura Amphibia Chordata LEAST_CONCERN
"Agalychnis spurrelli" Agalychnis Hylidae Anura 70 93 138.5 Oviparous NA NA 5.5 Nocturnal NA NA NA NA NA NA NA NA 0 1 0 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.002037191 0.020871997 0.055762718 0.000209241 24.0431535 4253.093689 286.3944648 33.63624563 354.1042134 NA 399300 LEAST_CONCERN 24.2 6.1 6.7 NA NA "Agalychnis spurrelli Boulenger, 1913" SPECIES Agalychnis Phyllomedusidae Anura Amphibia Chordata LEAST_CONCERN
"Agalychnis terranova" Agalychnis Phyllomedusidae NA NA 57.15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 NA 0.002626137 0.038179226 0.346993602 0 23.32791177 2531.423676 384.5853676 38.51549153 766.629638 NA 96800 NEAR_THREATENED 18.1 5.7 NA 4.2 5.1 "Agalychnis terranova Rivera-Correa, Duarte-Cubides, Rueda-Almonacid & Daza-R., 2013" SPECIES Agalychnis Phyllomedusidae Anura Amphibia Chordata NEAR_THREATENED
"Aglyptodactylus australis" Aglyptodactylus Mantellidae NA NA 64.65 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 24.475 7.85 NA 5.25 5.9 "Aglyptodactylus australis Köhler, Glaw, Pabijan & Vences, 2015" SPECIES Aglyptodactylus Mantellidae Anura Amphibia Chordata ENDANGERED
"Aglyptodactylus chorus" Aglyptodactylus Mantellidae NA NA 48.008333335 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 19.066666665 6.4333333335 NA 3.8416666665 4.7166666665 "Aglyptodactylus chorus Köhler, Glaw, Pabijan & Vences, 2015" SPECIES Aglyptodactylus Mantellidae Anura Amphibia Chordata NEAR_THREATENED
