"species" "scientificName" "taxonRank" "gbif_status" "gbif_accepted" "genus" "family" "order" "class" "phylum" "group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "THALLUS_type1" "THALLUS_type2" "THALLUS_type3" "THALLUS_type4" "THA_Morpho_type1" "THA_Morpho_type2" "THA_Morpho_type3" "THA_Morpho_type4" "THA_Morpho_type5" "THA_Morpho_type6" "THA_Morpho_type7" "THA_Morpho_type8" "THA_Morpho_type9" "THA_Morpho_type10" "THA_Morpho_type11" "THA_Morpho_type12" "THA_Morpho_type13" "THA_Morpho_type14" "THA_Growth1" "THA_Growth2" "THA_Growth3" "THA_Growth4" "THA_Growth5" "THA_Growth6" "THA_Growth7" "THA_Growth8" "THA_Growth9" "THA_Growth10" "THA_Growth11" "THA_Growth12" "THA_Pruinosity" "THA_Cilia" "THA_UpCol_black" "THA_UpCol_brown" "THA_UpCol_white" "THA_UpCol_yellow" "THA_UpCol_grey" "THA_UpCol_red" "THA_UpCol_green" "THA_UpCol_blue" "THA_LowCol_black" "THA_LowCol_brown" "THA_LowCol_white" "THA_LowCol_yellow" "THA_LowCol_grey" "THA_LowCol_red" "THA_LowCol_green" "THA_LowCol_blue" "THA_Rhizines" "THA_Rhizines_type1" "THA_Rhizines_type2" "THA_Rhizines_type3" "THA_Rhizines_type4" "THA_Rhizines_type5" "THA_Rhizines_type6" "THA_Rhizines_type7" "THA_Isidia" "THA_Soredia" "Ascomata" "ASCOMA_type1" "ASCOMA_type2" "ASCOMA_type3" "ASCM_link1" "ASCM_link2" "ASCM_link3" "ASCM_link4" "ASCM_link5" "ASCM_Paraphyses" "ASCOPORES_mean" "ASCP_PigmentCol1" "ASCP_PigmentCol2" "ASCP_PigmentCol3" "ASCP_PigmentCol4" "ASCP_PigmentCol5" "ASCP_PigmentCol6" "ASCP_PigmentCol7" "ASCP_PigmentCol8" "ASCP_PigmentCol9" "ASCP_PigmentCol10" "ASCP_PigmentCol11" "ASCP_PigmentCol12" "ASCP_Septa" "ASCP_Septa_type1" "ASCP_Septa_type2" "ASCP_TransSepta_lower" "ASCP_TransSepta_mean" "ASCP_TransSepta_upper" "ASCP_Perispore_type1" "ASCP_Perispore_type2" "ASCP_Perispore_type3" "ASCP_Perispore_type4" "ASCP_Perispore_type5" "PPhotobiont" "SPhotobiont" "PPhotobiont_type1" "PPhotobiont_type2" "PPhotobiont_type3" "Life_type1" "Life_type2" "Life_type3" "Life_type4" "Life_type5" "Substrate" "Substrate_type1" "Substrate_type2" "Substrate_type3" "Substrate_type4" "Substrate_type5" "Substrate_type6" "Substrate_type7" "Substrate_type8" "Substrate_type9" "EIV_Light" "EIV_Temp" "EIV_Moisture" "EIV_pH" "EIV_Eutroph" "CH_status"
"Acarospora erythrophora" "Acarospora erythrophora H.Magn." "SPECIES" "synonym" "Pleopsidium chlorophanum (Wahlenb.) Zopf" "Pleopsidium" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Acarospora freyii" "Acarospora freyii H.Magn." "SPECIES" "accepted" "Acarospora freyii H.Magn." "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Acarospora fuscata" "Acarospora fuscata (Ach.) Arnold" "SPECIES" "accepted" "Acarospora fuscata (Ach.) Arnold" "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA "NE" NA "LEAST_CONCERN" 1 0 0 0 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 "epruinose" NA 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 0 0 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 1 0 0.888888888888889 1 1 0.444444444444444 0.625 "NE"
"Acarospora gallica" "Acarospora gallica H.Magn." "SPECIES" "accepted" "Acarospora gallica H.Magn." "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "REGIONALLY_EXTINCT" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 "epruinose" NA 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 "absent, present" NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 0 0 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA
"Acarospora germanica" "Acarospora germanica H.Magn." "SPECIES" "accepted" "Acarospora germanica H.Magn." "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Acarospora glaucocarpa" "Acarospora glaucocarpa (Ach.) Arnold" "SPECIES" "accepted" "Acarospora glaucocarpa (Ach.) Arnold" "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA "NE" NA "LEAST_CONCERN" 1 0 0 0 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose, pruinose" NA 0 1 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 0.666666666666667 1 1 0.888888888888889 0.5 "NE"
"Acarospora heufleriana" "Acarospora heufleriana Körb." "SPECIES" "accepted" "Acarospora heufleriana Körb." "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 1 0 0 0 0 0 "epruinose, pruinose" NA 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 0 0 0 0 "present" 100 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA
"Acarospora hilaris" "Acarospora hilaris (Dufour) Hue" "SPECIES" "accepted" "Acarospora hilaris (Dufour) Hue" "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA
"Acarospora hospitans" "Acarospora hospitans H.Magn." "SPECIES" "accepted" "Acarospora hospitans H.Magn." "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA
"Acarospora imbricatula" "Acarospora imbricatula H.Magn., 1954" "SPECIES" "accepted" "Acarospora imbricatula H.Magn., 1954" "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Acarospora impressula" "Acarospora impressula Th.Fr." "SPECIES" "accepted" "Acarospora impressula Th.Fr." "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "VULNERABLE" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 1 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA
"Acarospora insolata" "Acarospora insolata H.Magn." "SPECIES" "accepted" "Acarospora insolata H.Magn." "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "DATA_DEFICIENT" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 1 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA
"Acarospora irregularis" "Acarospora irregularis H.Magn." "SPECIES" "accepted" "Acarospora irregularis H.Magn." "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Acarospora laqueata" "Acarospora laqueata (Stizenb.) Stizenb. ex Flagey" "SPECIES" "accepted" "Acarospora laqueata (Stizenb.) Stizenb. ex Flagey" "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Acarospora macrospora" "Acarospora macrospora A.Massal. ex Bagl." "SPECIES" "accepted" "Acarospora macrospora A.Massal. ex Bagl." "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA "NE" NA "LEAST_CONCERN" 1 0 0 0 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 1 0 0 1 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 0 0 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 1 0.666666666666667 1 1 0.888888888888889 0.5 "NE"
"Acarospora melaplaca" "Acarospora melaplaca Arnold" "SPECIES" "accepted" "Acarospora melaplaca Arnold" "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Acarospora microcarpa" "Acarospora microcarpa (Nyl.) Wedd." "SPECIES" "accepted" "Acarospora microcarpa (Nyl.) Wedd." "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Acarospora modenensis" "Acarospora modenensis H.Magn., 1929" "SPECIES" "accepted" "Acarospora modenensis H.Magn., 1929" "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Acarospora moenium" "Acarospora moenium (Vain.) Räsänen" "SPECIES" "accepted" "Acarospora moenium (Vain.) Räsänen" "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "LEAST_CONCERN" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 1 0 0 0 0 0 "pruinose" "absent" 0 1 0 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "absent, present" "absent, present" 1 0 0 1 0 0 0 0 "present" 0 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA NA NA NA NA NA "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA
"Acarospora nitrophila" "Acarospora nitrophila H.Magn." "SPECIES" "accepted" "Acarospora nitrophila H.Magn." "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "VULNERABLE" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "pruinose" NA 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA
"Acarospora nitrophila subsp. nitrophila" "Acarospora nitrophila subsp. nitrophila" "SUBSPECIES" "accepted" "Acarospora nitrophila subsp. nitrophila" "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Acarospora nitrophila var. nitrophila" "Acarospora nitrophila var. nitrophila" "VARIETY" "synonym" "Acarospora nitrophila H.Magn." "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "FaunaEuropeae" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Acarospora nodulosa" "Acarospora nodulosa (Dufour) Hue" "SPECIES" "accepted" "Acarospora nodulosa (Dufour) Hue" "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA "RE" NA NA 1 0 0 NA 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 1 0 0 0 0 0 "pruinose" NA 0 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 1 0 0 "present" 100 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 1 NA 0 0 1 0 0 1 0 0 0 NA NA NA NA NA "RE"
"Acarospora nodulosa subsp. reagens" "Acarospora nodulosa var. reagens (Zahlbr.) Clauzade & Cl.Roux" "SUBSPECIES" "synonym" "Acarospora nodulosa (Dufour) Hue" "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Acarospora nodulosa var. reagens" "Acarospora nodulosa var. reagens (Zahlbr.) Clauzade & Cl.Roux" "VARIETY" "synonym" "Acarospora nodulosa (Dufour) Hue" "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "FaunaEuropeae" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Acarospora oligospora" "Acarospora oligospora (Nyl.) Arnold" "SPECIES" "accepted" "Acarospora oligospora (Nyl.) Arnold" "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 0 0 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA
"Acarospora paupera" "Acarospora paupera H.Magn." "SPECIES" "accepted" "Acarospora paupera H.Magn." "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 1 0 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA
"Acarospora peliscypha" "Acarospora peliscypha Th.Fr." "SPECIES" "heterotypic synonym" "Acarospora squamulosa (Schrad.) Trevis." "Acarospora" "Acarosporaceae" "Acarosporales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 1 0 0 "present" NA 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 0 1 0 NA NA NA NA NA NA
